Pick Taken,Grade,,IN,Combine,Senior,Shrine,Hula,RP,Name,School,Conference,Pos,Pos Rank,Class,#,HT,WT,Hand,Arm,Wing,10,40,BP,3c,Shuttle,VJ,BJ,DOB,Age,Final Grade,Difference,DB Grade,Cutoff Count,Speed Adjust,Size Adjust,Senior/Shrine Adjust,Combine Adjust,Year Adjust,Raw Grade,Posistional Value ,Man,Zone,RAS,Hands,YAC,Separation,Age,Size,Contested Catch,Press
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Brian Hightower,California,Pac-12,WR,WR168,6SR,,6023,205,918,3100,7758,1.71,4.66,13,7.4,4.36,34.5,908,,0.0,1.80,-0.99,2.79,4,0.8,0.8,0.9,1.0,1.2,1.3,,0.05,1.4,,5.3,2.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Karl Reynolds,Houston Christian,,WR,WR169,,,5116,171,,,,1.64,4.64,DNP,7.63,4.56,33.5,,,0.0,1.80,NA,1.80,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Joe Wilkins Jr.,Miami (Ohio),,WR,WR170,,,6014,194,,,,1.63,4.75,14,6.75,4.32,37.5,,,0.0,1.78,NA,1.78,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jeremiah Hixon,New Mexico,MWC,WR,WR171,6SR,,,,,,,1.52,4.52,DNP,7.18,4.44,35,,,0.0,1.78,-0.12,1.90,0,1.7,1.7,1.7,1.9,2.3,2.5,,4.8,2.2,,5.6,0.2,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,BK Smith,Valdosta State,,WR,WR172,,,5102,184,,,,1.64,4.75,11,7.14,4.37,36.5,,,0.0,1.77,NA,1.77,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dee Wiggins,Cincinnati,AAC,WR,WR173,6SR,,,,,,,1.69,4.6,DNP,7.41,4.69,30,,,0.0,1.76,-1.27,3.03,4,0.5,0.5,0.5,0.6,0.7,0.8,,0.18,0.4,,5.3,0.2,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Austin Osborne,Bowling Green,MAC,WR,WR174,,,6017,202,,,,1.7,4.67,22,7.1,4.4,31.5,,,0.0,1.75,NA,1.75,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,John Jackson III,Nevada,MWC,WR,WR175,,,5116,196,,,,1.68,4.71,11,DNP,DNP,33,,,0.0,1.74,NA,1.74,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,RJ Mobley,Winston Salem,,WR,WR176,,,6014,210,,,,1.57,4.53,12,7.31,4.47,33,,,0.0,1.72,NA,1.72,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dominick Blaylock,Georgia Tech,ACC,WR,WR177,5SR,,6047,203,938,3128,7428,1.6,4.74,11,7.18,4.39,31,909,,0.0,1.72,-0.92,2.64,2,0.8,0.8,0.9,1.0,1.1,1.2,,0.22,1.7,,1.5,3.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Joshua Youngblood,Delaware,,WR,WR178,,,5093,185,,,,1.56,4.51,20,DNP,DNP,DNP,,,0.0,1.71,NA,1.71,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Ty King,Samford,,WR,WR179,,,5102,172,,,,1.5,4.4,10,7.45,4.61,31,,,0.0,1.70,NA,1.70,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dimitri Stanley,Iowa State,Big 12,WR,WR180,6SR,,,,,,,1.64,4.52,17,7.03,4.25,34,,,0.0,1.68,-1.01,2.69,1,0.7,0.7,0.7,0.8,0.9,1.0,,0.15,0.1,,7.8,0.8,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Rashad Jordan,Albany State,,WR,WR181,,,5080,166,,,,1.44,4.39,DNP,DNP,DNP,31.5,,,0.0,1.67,NA,1.67,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Monroe Young,California,Pac-12,WR,WR182,6SR,,6002,202,968,3178,7758,1.61,4.52,17,6.95,4.3,40,1003,,0.0,1.67,-1.22,2.9,1,0.4,0.5,0.5,0.5,0.6,0.7,,0.46,0.4,,3.0,0.9,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Josiah Norwood,UCLA,Pac-12,WR,WR183,6SR,,5085,161,838,2938,7148,1.58,4.52,DNP,7.17,4.34,34.5,907,,0.0,1.65,-0.63,2.3,4,1.0,1.0,1.1,1.2,1.4,1.6,,1.16,4.1,,-2.5,2.6,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jesiah Irish,Oregon State,Pac-12,WR,WR184,6SR,,5107,186,878,3038,7428,1.57,4.51,13,6.97,4.36,31.5,1000,,0.0,1.64,0.33,1.31,3,2.0,2.0,2.1,2.3,2.7,3.0,,6.43,0.2,,5.2,4.1,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Daniel George,Akron,MAC,WR,WR185,6SR,,6017,209,1018,3200,7900,1.69,4.58,17,7.01,4.29,35,1007,,0.0,1.64,-0.79,2.43,2,0.8,0.9,0.9,1.0,1.2,1.3,,0.15,0.30,,6.3,3.1,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Chris Autman-Bell,Minnesota,Big Ten,WR,WR186,7SR,,5115,203,938,3028,7368,1.65,4.59,18,7.2,4.32,33.5,907,,0.0,1.61,-1.65,3.26,4,0.0,0.0,0.0,0.0,0.0,-0.1,,1.26,0,,-3.7,0.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Harry Van Dyne,Indiana State,,WR,WR187,,,6047,215,,,,1.6,4.65,DNP,6.9,4.12,33.5,,,0.0,1.61,NA,1.61,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tyrese Chambers,Maryland,Big Ten,WR,WR188,6SR,,,,,,,1.6,4.72,11,7.02,4.3,33,,,0.0,1.61,-0.69,2.3,2,0.9,0.9,1.0,1.1,1.3,1.4,,0,0.3,,5.8,4.6,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Salvatore Lupoli,Bentley,,WR,WR189,,,5093,203,,,,1.63,4.76,DNP,7.31,4.13,37,,,0.0,1.59,NA,1.59,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Devon Jones,Augustana (S.D.),,WR,WR190,,,5070,196,,,,1.62,4.6,12,6.97,4.42,32.5,,,0.0,1.58,NA,1.58,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Khaleb Hood,Georgia Southern,Sun Belt,WR,WR191,5SR,,6007,200,868,3068,7328,1.64,4.56,14,7.38,4.51,35.5,909,,0.0,1.58,-0.06,1.6,4,1.5,1.5,1.6,1.8,2.1,2.2,,2.7,2.9,,4.8,0.9,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jarett Garner,East Carolina,AAC,WR,WR192,,,6024,211,,,,1.57,4.46,16,7.03,4.32,36.5,,,0.0,1.57,NA,1.57,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Erik Brooks,Fresno State,MWC,WR,WR193,6SR,3,5064,169,878,2968,7218,1.62,4.5,11,7.21,4.28,36,910,,0.0,1.55,-0.10,1.65,4,1.5,1.5,1.6,1.7,2.0,2.3,,2.77,4,,0.0,2.7,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jalen Burbage,Eastern Kentucky,,WR,WR194,,,5106,189,,,,1.7,4.67,12,7.44,4.6,34.5,,,0.0,1.55,NA,1.55,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tre Mosley,Michigan St.,Big Ten,WR,WR195,5SR,,6011,196,900,3238,7818,1.6,4.57,13,7.14,4.56,32,911,,0.0,1.54,-0.96,2.5,2,0.6,0.6,0.6,0.7,0.8,0.8,,0.42,1.7,,0.7,1.1,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Zack Dobson,M. Tennessee St.,,WR,WR196,,,5075,172,,,,1.65,4.57,7,7.07,4.37,34,,,0.0,1.54,NA,1.54,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Nick Mardner,Auburn,SEC,WR,WR197,6SR,,6061,208,938,3248,7938,1.58,4.58,11,7.43,4.62,35,1009,,0.0,1.52,-1.78,3.3,2,-0.3,-0.3,-0.3,-0.3,-0.4,-0.4,,0,0,,-3.8,0.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Eddie Ogle,Liberty,Ind.,WR,WR198,,,5086,171,,,,1.61,4.63,5,6.91,4.46,31.5,,,0.0,1.51,NA,1.51,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jakarius Caston,Southern Miss,Sun Belt,WR,WR199,,,5097,198,,,,1.64,4.64,14,6.96,4.22,30,,,0.0,1.49,NA,1.49,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Rayjuon Pringle,Villanova,,WR,WR200,,,5086,182,,,,1.61,4.57,9,7.02,4.2,30.5,,,0.0,1.48,NA,1.48,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Trevon Alexander,NW Missouri St.,,WR,WR201,,,6001,195,,,,1.63,4.53,22,6.94,4.22,36.5,,,0.0,1.47,NA,1.47,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Shane Hooks,Auburn,SEC,WR,WR202,6SR,,6041,210,1068,3428,8400,1.63,4.77,14,7.2,4.39,36,1010,,0.0,1.44,-0.73,2.2,2,0.7,0.7,0.8,0.9,1.0,1.1,,0.1,0.3,,5.6,2.5,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Clevan Thomas Jr.,Montana State,,WR,WR203,,,5101,195,,,,1.59,4.48,19,7.23,4.46,33.5,,,0.0,1.44,NA,1.44,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Bradley Rozner,NC State,ACC,WR,WR204,7SR,,6041,200,,,,1.56,4.59,7,6.79,4.44,34,,,0.0,1.43,-0.48,1.9,1,1.0,1.0,1.0,1.1,1.3,1.5,,2.69,2.2,,-0.3,1.6,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Chris Bellamy,New Mexico St.,Ind.,WR,WR205,,,6003,190,,,,1.63,4.78,9,7.25,4.31,32,,,0.0,1.42,NA,1.42,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jermaine Jackson,Idaho,,WR,WR206,,,5064,2,,,,1.66,4.57,17,7.07,4.28,35,,,0.0,1.41,NA,1.41,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Marcus Washington,Nebraska,Big Ten,WR,WR207,5SR,,6023,185,918,3248,8000,DNP,DNP,DNP,DNP,DNP,DNP,,,0.0,1.40,-0.47,1.9,1,0.9,1.0,1.0,1.1,1.3,1.4,,0.79,0.8,,-1.5,6.8,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jerome Buckner,Illinois State,,WR,WR208,,,5074,171,,,,1.61,4.55,12,6.96,4.03,36,,,0.0,1.39,NA,1.39,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jaivian Lofton,Utah Tech,,WR,WR209,,,6007,212,,,,1.63,4.55,11,7.27,4.55,31.5,,,0.0,1.38,NA,1.38,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Freddie Roberson,Mississippi State,,WR,WR210,6SR,,,,,,,1.63,4.71,DNP,7.45,4.65,32,,,0.0,1.36,-0.67,2.03,4,0.7,0.7,0.8,0.8,1.0,1.1,,0,1.9,,0.7,3.2,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Javon Antonio,Colorado,Pac-12,WR,WR211,6SR,,6027,217,968,3348,8058,1.65,4.65,10,7.6,4.91,29,904,,0.0,1.36,-0.46,1.82,5,0.9,0.9,1.0,1.1,1.3,1.4,,0.13,0.8,,8.2,1.8,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,JaJuan Forte',UCF,AAC,WR,WR212,,,5116,185,,,,1.58,4.63,16,7.7,4.56,36,,,0.0,1.35,NA,1.35,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Boobie Curry,Buffalo,MAC,WR,WR213,,,6013,196,,,,1.56,4.64,11,7.21,4.51,35,,,0.0,1.34,NA,1.34,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Ahmad Edwards,Ball State,MAC,WR,WR214,,,5113,175,,,,1.57,4.64,DNP,7.38,4.53,35.5,,,0.0,1.29,NA,1.29,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Miles Marshall,Miami (Ohio),,WR,WR215,,,6023,205,,,,1.76,4.84,9,7.13,4.43,29.5,,,0.0,1.28,NA,1.28,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Phoenix Sproles,James Madison,Sun Belt,WR,WR216,6SR,,,,,,,1.61,4.77,19,7.06,4.22,32,,,0.0,1.27,-0.18,1.5,3,1.1,1.1,1.2,1.3,1.5,1.7,,1.29,0.6,,6.9,2.8,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Bentley,Florida Memorial,,WR,WR217,,,6015,194,,,,1.69,4.76,DNP,7.39,4.44,26.5,,,0.0,1.26,NA,1.26,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Assanti Kearney,Monmouth,,WR,WR218,,,6013,191,,,,1.68,4.84,12,7.1,4.51,29.5,,,0.0,1.25,NA,1.25,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Billy Kemp,Nebraska,Big Ten,WR,WR219,6SR,,5086,180,878,2728,6900,1.56,4.78,11,7.11,4.4,31,906,,0.0,1.24,-0.44,1.7,6,0.8,0.8,0.9,1.0,1.1,1.3,,3.03,0.2,,-1.2,3.1,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Leroy Thomas,Western Michigan,,WR,WR220,,,5100,205,,,,1.67,4.75,22,6.91,4.2,33,,,0.0,1.24,NA,1.24,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dezmin Lyburtus,Ashland,,WR,WR221,,,5112,172,,,,1.56,4.56,8,7.13,4.39,39.5,,,0.0,1.22,NA,1.22,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Kenyon'TA Skinner,West Georgia,,WR,WR222,,,5103,179,,,,1.63,4.69,DNP,7.57,4.49,32.5,,,0.0,1.21,NA,1.21,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Seth Porter,Kansas State,Big 12,WR,WR223,6SR,,,,,,,1.63,4.53,14,6.97,4.15,35,,,0.0,1.20,-1.24,2.4,1,0.0,0.0,0.0,-0.1,-0.1,-0.1,,0.3,0,,-1.4,0.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Keyon Lesane,North Carolina State,,WR,WR224,5SR,,5112,202,,,,1.59,4.67,16,7.18,4.36,32,,,0.0,1.19,-0.43,1.6,2,0.8,0.8,0.8,0.9,1.1,1.1,,0.22,0.1,,2.6,4.5,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Zane Lewis,Delaware,,WR,WR225,,,5074,163,,,,1.6,4.51,13,7.01,4.41,33.5,,,0.0,1.19,NA,1.19,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Giovanni Sanders,Arizona State,Pac-12,WR,WR226,6SR,,,,,,,1.63,4.62,9,7.12,4.36,34.5,,,0.0,1.18,-0.18,1.36,2,1.0,1.0,1.1,1.2,1.4,1.6,,0,0.40,,6.2,5.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Kyndel Dean,Furman,,WR,WR227,,,6003,179,,,,1.69,4.7,10,7.4,4.66,32.5,,,0.0,1.18,NA,1.18,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Nico Ragaini,Iowa,Big Ten,WR,WR228,6SR,,5110,188,848,3048,7138,1.65,4.77,11,6.95,4.3,29.5,901,,0.0,1.18,-1.02,2.2,6,0.2,0.2,0.2,0.2,0.2,0.2,,0.43,0.1,,-2.8,2.5,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,D'Marcus Adams,Syracuse,ACC,WR,WR229,6SR,,,,,,,1.58,4.52,DNP,6.91,4.3,38.5,,,0.0,1.17,-1.09,2.26,0,0.1,0.1,0.1,0.1,0.1,0.1,,0.01,0,,1.0,0.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,JJ Laap,SUNY Cortland,,WR,WR230,,,5115,185,,,,1.57,4.57,8,6.83,4.17,37.5,,,0.0,1.16,NA,1.16,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Hamze El-Zayat,Eastern Michigan,MAC,WR,WR231,,,5083,179,,,,1.59,4.57,16,6.89,4.28,38,,,0.0,1.15,NA,1.15,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Marlon Cook,Tenn.-Martin,,WR,WR232,,,6020,205,,,,1.53,4.72,14,7.15,4.34,37.5,,,0.0,1.14,NA,1.14,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jalen Bracey,FIU,C-USA,WR,WR233,5SR,,5096,192,938,3058,7438,1.52,4.59,14,7.07,4.29,39,1000,,0.0,1.13,-0.19,1.32,3,0.9,0.9,1.0,1.1,1.3,1.3,,0.17,1.5,,-0.7,5.9,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Kahtero Summers,Rhode Island,,WR,WR234,,,6014,209,,,,1.61,4.68,22,7.09,4.21,34.5,,,0.0,1.12,NA,1.12,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,DJ England-Chisolm,M. Tennessee St.,,WR,WR235,,,5070,165,,,,1.46,4.48,11,7.12,4.32,38,,,0.0,1.11,NA,1.11,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Trey Dixon,UNC Pembroke,,WR,WR236,,,6006,197,,,,1.6,4.67,8,7.45,4.39,33,,,0.0,1.09,NA,1.09,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,James Mautino,Aurora,,WR,WR237,,,5071,178,,,,1.56,4.53,DNP,DNP,DNP,DNP,,,0.0,1.06,NA,1.06,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Al'Vonte Woodard,Sam Houston St.,,WR,WR238,,,6004,194,,,,1.62,4.62,10,7.5,4.7,31,,,0.0,1.05,NA,1.05,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Aaron Bedgood,Liberty,Ind.,WR,WR239,,,5064,179,,,,1.62,4.58,20,7.03,4.31,34,,,0.0,1.03,NA,1.03,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jovohn Tucker,Lake Erie,,WR,WR240,,,5084,184,,,,1.69,4.62,11,6.93,4.38,36,,,0.0,1.01,NA,1.01,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Thomas Coates,Wis.-Whitewater,,WR,WR241,,,6017,197,,,,1.63,4.56,DNP,DNP,DNP,DNP,,,0.0,0.99,NA,0.99,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jermaine Braddock,Portland State,,WR,WR242,,,5115,191,,,,1.66,4.74,5,7.32,4.57,31.5,,,0.0,0.98,NA,0.98,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Malik Rodgers,Alcorn State,,WR,WR243,,,5084,180,,,,1.59,4.65,11,7.27,4.31,37,,,0.0,0.96,NA,0.96,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jaelin Campbell,Incarnate Word,,WR,WR244,,,6006,197,,,,1.65,4.65,14,7.04,4.4,38.5,,,0.0,0.95,NA,0.95,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Damoriea Vick,SE Missouri State,,WR,WR245,,,6017,191,,,,DNP,DNP,DNP,DNP,DNP,DNP,,,0.0,0.93,NA,0.93,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Christian Da-Silva,Elon,,WR,WR246,,,5084,173,,,,1.64,4.63,13,7.3,4.26,35,,,0.0,0.92,NA,0.92,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Fralon Warren,Fort Valley State,,WR,WR247,,,5111,181,,,,1.62,4.75,DNP,7.5,4.59,DNP,,,0.0,0.91,NA,0.91,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dewaylon Ingram,Northern State,,WR,WR248,,,6014,178,,,,1.69,4.8,6,7.65,4.7,27,,,0.0,0.89,NA,0.89,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Andre Hunt,Jackson State,,WR,WR249,,,5110,183,,,,1.65,4.51,10,7.38,4.5,27.5,,,0.0,0.88,NA,0.88,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Kalen Noseff,Incarnate Word,,WR,WR250,,,6013,196,,,,1.63,4.96,7,7.26,4.5,32.5,,,0.0,0.86,NA,0.86,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jalen Knox,Ole Miss,SEC,WR,WR251,6SR,,5116,205,,,,1.61,4.44,DNP,7.33,4.53,35,,,0.0,0.85,-1.03,1.88,2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.3,,0.02,0,,-2.6,0.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Jaaron Hayek,Villanova,,WR,WR252,,,6005,199,,,,1.52,4.59,20,6.9,4.25,35.5,,,0.0,0.85,NA,0.85,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Emery Simmons,Utah,Pac-12,WR,WR253,5SR,,6001,175,928,3058,7500,1.61,4.61,9,6.97,4.32,31.5,911,,0.0,0.84,-1.21,2.05,4,-0.4,-0.4,-0.4,-0.4,-0.5,-0.5,,0,0,,-4.9,0.0,,0.0,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dhel Duncan-Busby,Bemidji State,,WR,WR254,,,6014,208,,,,1.66,4.58,14,7.19,4.33,33.5,,,0.0,0.83,NA,0.83,,,0.0,0.0,,,,,,,,,,,,,,
UDFA,UDFA,UDFA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cameron Colangelo,Western Colorado,,WR,WR255,,,6002,199,,,,1.65,4.53,16,7.28,4.48,34,,,0.0,0.82,NA,0.82,,,0.0,0.0,,,,,,,,,,,,,,
